cast,director,runtime,genres,production_companies,release_year,release_month,budget_adj,has_profits
Sam Rockwell|Jonah Hill|Max Records|Ari Graynor|J.B. Smoove,David Gordon Green,81,Comedy,Twentieth Century Fox Film Corporation,2011,12,24234951.0648,True
Matthias Schoenaerts|Jeroen Perceval|Jeanne Dandoy|Barbara Sarafian|Tibo Vandenborre,MichaÃ«l R. Roskam,124,Crime|Drama,Waterland|Waterland Film|Artemis|Savage Films,2011,2,1938796.08518,False
Abbie Cornish|Andrea Riseborough|James D'Arcy|Richard Coyle|David Harbour,Madonna,119,Drama|Romance,IM Global|Semtex Films,2011,9,14540970.6389,False
Sara Paxton|Pat Healy|Kelly McGillis|George Riddle|Lena Dunham,Ti West,102,Horror|Thriller,Glass Eye Pix|Dark Sky Films,2011,12,727048.531944,False
Mia Wasikowska|Henry Hopper|Ryo Kase|Schuyler Fisk|Jane Adams,Gus Van Sant,91,Drama|Romance,Columbia Pictures|Imagine Entertainment|360 Pictures,2011,9,7755184.34073,False
Gerard Butler|Ralph Fiennes|Lubna Azabal|Ashraf Barhom|Jessica Chastain,Ralph Fiennes,123,Drama|Thriller,BBC Films|Synchronistic Pictures|Icon Entertainment International|Lipsync Productions|Atlantic Swiss Productions,2011,2,7464364.92795,False
Leonardo DiCaprio|Armie Hammer|Naomi Watts|Judi Dench|Geoff Pierson,Clint Eastwood,137,Drama|Crime|History,Imagine Entertainment|Malpaso Productions|Wintergreen Productions,2011,11,33928931.4907,True
Ioan Gruffudd|Richard Roxburgh|Alice Parkinson|Daniel Wyllie|Allison Cratchley,Alister Grierson,108,Action|Thriller,Universal Pictures|Wayfare Entertainment|Sanctum Australia|Relativity Media|Great Wight Productions/ Osford Films,2011,2,29081941.2777,True
Sarah Jessica Parker|Pierce Brosnan|Sarah Shahi|Busy Philipps|Olivia Munn,Douglas McGrath,89,Comedy,The Weinstein Company,2011,9,23265553.0222,True
Keira Knightley|Viggo Mortensen|Michael Fassbender|Sarah Gadon|Vincent Cassel,David Cronenberg,99,Drama|Thriller,Recorded Pictures Company|The Movie Network|Millbrook Pictures|Prospero Pictures|Lago Film,2011,9,14540970.6389,True
AnnaSophia Robb|Helen Hunt|Lorraine Nicholson|Carrie Underwood|Dennis Quaid,Sean McNamara,106,Action|Drama,Mandalay Pictures|TriStar Pictures|Brookwell-McNamara Entertainment|FilmDistrict|Affirm Films,2011,4,17449164.7666,True
Jesse Eisenberg|Danny McBride|Aziz Ansari|Bianca Kajlich|Nick Swardson,Ruben Fleischer,83,Action|Comedy|Adventure,Columbia Pictures,2011,8,27143145.1926,True
Rebecca Hall|Dominic West|Imelda Staunton|Isaac Hempstead Wright|Lucy Cohu,Nick Murphy ,107,Drama|Horror|Thriller,BBC Films|Studio Canal|Creative Scotland|Origin Pictures|Lipsync Productions,2011,8,4651399.61689,False
Hayden Panettiere|Bill Hader|Joan Cusack|Patrick Warburton|Glenn Close,Mike Disa,86,Comedy|Animation|Family,HW Two,2011,4,29081941.2777,False
Rupert Friend|Val Kilmer|Andy GarcÃ­a|Dean Cain|Emmanuelle Chriqui,Renny Harlin,113,War|Drama,Midnight Sun Pictures|Dispictures|Georgia International Films|Rex Media,2011,4,19387960.8518,False
Robert Pattinson|Reese Witherspoon|Christoph Waltz|Tatum Etheridge|Hal Holbrook,Francis Lawrence,120,Drama|Romance,Ingenious Media|Dune Entertainment|Fox 2000 Pictures|Flashpoint Entertainment|Big Screen Productions,2011,3,36837125.6185,True
Daniel Craig|Naomi Watts|Rachel Weisz|Marton Csokas|Elias Koteas,Jim Sheridan,92,Drama|Thriller|Mystery,Cliffjack Motion Pictures|Morgan Creek Productions,2011,9,48469902.1296,False
DemiÃ¡n Bichir|JosÃ© JuliÃ¡n|Chelsea Rendon|Dolores Heredia|JoaquÃ­n Cosio,Chris Weitz,98,Drama,Summit Entertainment|Witt/Thomas Productions|Depth of Field|McLaughlin Films|Lime Orchard Productions,2011,6,9693980.42591,False
Mandy Moore|Kellan Lutz|Jessica Szohr|Autumn Federici|James Brolin,Dermot Mulroney,90,Comedy|Romance,120dB Films|Scion Films|Voodoo Production Services|Chydzik Media Group|First Wedding Productions,2011,6,0.969398042591,True
Woody Harrelson|Steve Buscemi|Ben Foster|Robin Wright|Jon Bernthal,Oren Moverman,108,Crime|Drama|Action|Thriller,Lightstream Pictures|Waypoint Entertainment|TheThird Mind Pictures|Amalgam Features,2011,12,11632776.5111,False
Michael Shannon|Jessica Chastain|Katy Mixon|Shea Whigham|Ray McKinnon,Jeff Nichols,120,Thriller|Drama,Hydraulx|REI Capital|Grove Hill Productions|Strange Matter Films,2011,11,4846990.21296,False
Aimee Teegarden|Thomas McDonell|Nicholas Braun|Faith Ford|Danielle Campbell,Joe Nussbaum,104,Comedy,Walt Disney Pictures|Rickshaw Productions,2011,4,7755184.34073,True
Regina Advento|Malou Airaudo|Ruth Amarante|Pina Bausch|Jorge Puerta,Wim Wenders,106,Documentary,Neue Road Movies|Zweites Deutsches Fernsehen (ZDF)|ARTE|Eurowide Film Production|Recorded Picture Company (RPC),2011,2,4185808.40042,True
Alex Kendrick|Ken Bevel|Ben Davies|Kevin Downes|Rusty Martin,Alex Kendrick,129,Drama,TriStar Pictures|Provident Films|Affirm Films|Sherwood Pictures|Alabama Production Group,2011,9,969398.042591,True
Mark Strong|Antonio Banderas|Freida Pinto|Tahar Rahim|Riz Ahmed,Jean-Jacques Annaud,130,Adventure|Drama,"France 2 CinÃ©ma|Quinta Communications|Carthago Films S.a.r.l.|Prima TV|Doha Film Institute, The",2011,12,38775921.7037,False
Matthew McConaughey|Emile Hirsch|Thomas Haden Church|Gina Gershon|Juno Temple,William Friedkin,102,Drama|Thriller,Voltage pictures|Worldview Entertainment|ANA Media|Picture Perfect (I),2011,9,9693980.42591,False
Portia Doubleday|Martin Lawrence|Brandon T. Jackson|Mari Morrow|Faizon Love,John Whitesell,107,Crime|Comedy|Action,Twentieth Century Fox Film Corporation|Regency Enterprises|New Regency Pictures|The Collective Studios|Runteldat Entertainment,2011,2,31020737.3629,True
Camilla Belle|Alexa PenaVega|April Bowlby|Wilmer Valderrama|Nicholas D'Agosto,Angel Gracia,107,Comedy|Drama|Romance,Lewis Gilbert Productions|Lionsgate|Modern VideoFilm,2011,1,90.154017961,True
Morgan Freeman|Ashley Judd|Harry Connick Jr.|Nathan Gamble|Kris Kristofferson,Charles Martin Smith,113,Drama|Family,Alcon Entertainment|Arc Productions,2011,9,35867727.5759,True
Andy Lau|Nicholas Tse|Fan Bingbing|Jackie Chan|Wu Jing,Benny Chan,131,Action|Drama,Emperor Motion Pictures|China Film Group Corporation (CFGC),2011,1,28112543.2352,True
Vin Diesel|Paul Walker|Dwayne Johnson|Jordana Brewster|Tyrese Gibson,Justin Lin,130,Action|Thriller|Crime,Universal Pictures|Original Film|One Race Productions,2011,4,121174755.324,True
Tomer Sisley|Julien Boisselier|JoeyStarr|Serge Riaboukine|Laurent Stocker, FrÃ©dÃ©ric Jardin,98,Action|Comedy|Thriller|Romance,Procirep|Canal+|Film Fund Luxembourg|Centre National de la CinÃ©matographie (CNC)|Media Programme of the European Community,2011,11,2423495.10648,False
Zana MarjanoviÄ‡|Goran KostiÄ‡|Branko ÄuriÄ‡|Dzana Pinjo|MiloÅ¡ TimotijeviÄ‡,Angelina Jolie,127,Drama|Romance|War,FilmDistrict,2011,12,9693980.42591,False
Ellen Barkin|Ezra Miller|Kate Bosworth|Demi Moore|George Kennedy,Sam Levinson,119,Comedy|Drama,Filmula,2011,11,3877592.17037,False
Paula Patton|Julie Bowen|Meagan Good|Mike Epps|Angela Bassett,Salim Akil,112,Comedy,TriStar Pictures|Stage 6 Films|Sony Pictures Worldwide Acquisitions (SPWA)|TDJ Enterprises / New Dimensions Entertainment|Our Stories Films,2011,5,6398027.0811,True
Elizabeth Olsen|Adam Trese|Eric Sheffer Stevens|Julia Taylor Ross|Adam Barnett,Chris Kentis|Laura Lau,85,Horror|Mystery,Elle Driver|Tazora Films,2011,1,1938796.08518,True
Kaya Scodelario|James Northcote|Amy Wren|Nichola Burley|Steve Evets,Andrea Arnold,129,Drama|Romance,Ecosse Films|Film4 Productions,2011,9,7755184.34073,False
Mark Duplass|Emily Blunt|Rosemarie DeWitt|Mike Birbiglia|Kate Bayley,Lynn Shelton,90,Drama|Comedy,Ada Films,2011,9,121174.755324,True
Selena Gomez|Katie Cassidy|Cory Monteith|Leighton Meester|Andie MacDowell,Thomas Bezucha,109,Adventure|Comedy|Romance,Dune Entertainment|Regency Enterprises|Fox 2000 Pictures|DiNovi Pictures|Dune Entertainment III,2011,7,19387960.8518,False
Paul Giamatti|Alex Shaffer|Amy Ryan|Melanie Lynskey|Bobby Cannavale,Tom McCarthy,106,Drama|Comedy,Fox Searchlight Pictures|Next Wednesday Productions|Groundswell Productions|Everest Entertainment,2011,3,10499717.9052,False
Anna Paquin|Matt Damon|Mark Ruffalo|Matthew Broderick|Jeannie Berlin,Kenneth Lonergan,149,Drama,Fox Searchlight Pictures|Scott Rudin Productions|Mirage Enterprises|Gilbert Films,2011,9,13571572.5963,False
Stephen Moyer|Topher Grace|Richard Gere|Stana Katic|Martin Sheen,Michael Brandt,98,Drama|Action|Thriller|Crime|Mystery,Industry Entertainment|Imagenation Abu Dhabi FZ|Hyde Park Entertainment|Agent Two|Brandt/Haas Productions,2011,10,16479766.7241,False
Krysten Ritter|Kate Bosworth|Rachel Bilson|Geoff Stults|Justin Kirk,Kat Coiro,100,Comedy,Stardust Pictures|Dot Dot Dot Productions,2011,6,901540.17961,False
Meryl Streep|Anthony Stewart Head|Harry Lloyd|Jim Broadbent|Susan Brown,Phyllida Lloyd,105,History|Drama,UK Film Council|Canal+|DJ Films|CinÃ©CinÃ©ma|PathÃ©,2011,12,12602174.5537,True
Michael Parks|John Goodman|Melissa Leo|Michael Angarano|Kyle Gallner,Kevin Smith,88,Horror|Action|Thriller,The Harvey Boys|NVSH Productions,2011,8,3877592.17037,False
Dominic Cooper|Ludivine Sagnier|Raad Rawi|Mehmet Ferda|Philip Quast,Lee Tamahori,109,Drama|Action|Thriller|Crime|War,Corrino Media Corporation|Corsan|Staccato Films,2011,2,18515502.6135,False
J.K. Simmons|Lou Taylor Pucci|Julia Ormond|Cara Seymour|MÃ­a Maestro,Jim Kohlberg,105,Drama,Mr. Tamborine Man|Essential Pictures,2011,3,3877592.17037,False
Sara Paxton|Chris Carmack|Joel David Moore|Chris Zylka|Dustin Milligan,David R. Ellis,91,Horror|Thriller,Incentive Filmed Entertainment,2011,9,27143145.1926,False
Rutger Hauer|Gregory Smith|Robb Wells|Brian Downey|Molly Dunsworth,Jason Eisener,86,Action|Comedy|Thriller,Rhombus Media|Yer Dead Productions|Telefilm Canada|Whizbang Films,2011,5,2908194.12777,False
Tyler Perry|Lauren London|Shannon Kane|Cassi Davis|Philip Anthony-Rodriguez,Tyler Perry,106,Comedy|Drama,Lions Gate Films,2011,4,24234951.0648,True
Taylor Schilling|Paul Johansson|Michael O'Keefe|Grant Bowler|Edi Gathegi,Paul Johansson,97,Drama|Thriller|Science Fiction|Mystery,Atlas Productions,2011,4,14540970.6389,False
Sean Penn|Frances McDormand|Judd Hirsch|Eve Hewson|Kerry Condon,Paolo Sorrentino,118,Drama,ARP SÃ©lection|Lucky Red|Indigo Film|Medusa Film|France 2 CinÃ©ma,2011,10,24234951.0648,False
Glenn Close|Mia Wasikowska|Aaron Taylor-Johnson|Pauline Collins|Brendan Gleeson,Rodrigo GarcÃ­a,113,Drama,Chrysalis Films,2011,12,7755184.34073,False
Li Bingbing|Jun Ji-hyun|Hugh Jackman|Vivian Wu|Jiang Wu,Wayne Wang,104,History|Drama,IDG China Media,2011,7,129904.184697,True
Tom Cullen|Chris New|Jonathan Race|Laura Freeman|Loreto Murray,Andrew Haigh,96,Drama|Romance,EM Media|The Bureau|Glendale Picture Company|Synchronicity Films,2011,9,7755.18434073,True
Neil Maskell|MyAnna Buring|Harry Simpson|Michael Smiley|Struan Rodger,Ben Wheatley,95,Horror|Thriller|Crime,Rook Films|Warp X,2011,9,484699.021296,False
Justin Bieber|Miley Cyrus|Usher Raymond|Jaden Smith|Sean Kingston,Jon M. Chu,105,Documentary|Music|Family,Insurge Pictures|Magical Elves Productions|Scooter Braun Films,2011,2,12602174.5537,True
Evan Glodell|Jessie Wiseman|Tyler Dawson|Rebekah Brandes|Vincent Grashaw,Evan Glodell,106,Action|Drama|Romance,Coatwolf Productions,2011,4,16479.7667241,True
Jason Segel|Ed Helms|Susan Sarandon|Judy Greer|Rae Dawn Chong,Mark Duplass|Jay Duplass,83,Drama|Comedy,Indian Paintbrush,2011,9,9693980.42591,False
Lauren German|Michael Biehn|Milo Ventimiglia|Courtney B. Vance|Ashton Holmes,Xavier Gens,112,Science Fiction,Instinctive Film|Manitoba Film and Video Production Tax Credit|Preferred Content|Julijette|Ink Connection,2011,3,2908194.12777,False
Cindy Baer|Moica|Caryn Waechter|Drake Shannon,Kevin Macdonald|Zillah Bowes,95,Documentary|Drama,Scott Free Productions|YouTube|LG,2011,1,43818.7303212,True
James McAvoy|Michael Fassbender|Jennifer Lawrence|Kevin Bacon|Rose Byrne,Matthew Vaughn,132,Action|Science Fiction|Adventure,Ingenious Film Partners|Ingenious Media|Twentieth Century Fox Film Corporation|Donners' Company|Dune Entertainment,2011,5,155103686.815,True
Dianna Agron|Lea Michele|Gwyneth Paltrow|Darren Criss|Chris Colfer,Kevin Tancharoen,84,Documentary|Music|Family,20th Century Fox,2011,8,8724582.38332,True
Elijah Wood|Ian McKellen|Viggo Mortensen|Liv Tyler|Orlando Bloom,Peter Jackson,179,Adventure|Fantasy|Action,WingNut Films|New Line Cinema|The Saul Zaentz Company,2002,12,95768650.096,True
Daniel Radcliffe|Rupert Grint|Emma Watson|Kenneth Branagh|Richard Harris,Chris Columbus,161,Adventure|Fantasy|Family,1492 Pictures|Warner Bros.|Heyday Films|MIRACLE Productions GmbH & Co. KG,2002,11,121226139.362,True
Ray Romano|John Leguizamo|Denis Leary|Goran Visnjic|Jack Black,Chris Wedge|Carlos Saldanha,81,Animation|Comedy|Family|Adventure,Twentieth Century Fox Film Corporation|Blue Sky Studios|Twentieth Century Fox Animation,2002,3,71523422.2236,True
Matt Damon|Franka Potente|Chris Cooper|Clive Owen|Brian Cox,Doug Liman,119,Action|Drama|Mystery|Thriller,"Universal Pictures|Kennedy/Marshall Company, The|Hypnotic|Kalima Productions GmbH & Co. KG|Stillking Films",2002,6,72735683.6172,True
Milla Jovovich|Michelle Rodriguez|Eric Mabius|Ryan McCluskey|Oscar Pearce,Paul W.S. Anderson,100,Horror|Action|Science Fiction,Impact Pictures|Davis-Films|New Legacy|Constantin Film Produktion,2002,3,40004625.9895,True
Tobey Maguire|Willem Dafoe|Kirsten Dunst|James Franco|Cliff Robertson,Sam Raimi,121,Fantasy|Action,Columbia Pictures|Marvel Enterprises,2002,5,168504333.713,True
Ewan McGregor|Natalie Portman|Hayden Christensen|Ian McDiarmid|Samuel L. Jackson,George Lucas,142,Adventure|Action|Science Fiction,Lucasfilm,2002,5,145471367.234,True
Leonardo DiCaprio|Tom Hanks|Christopher Walken|Martin Sheen|Amy Adams,Steven Spielberg,141,Drama|Crime,DreamWorks SKG|Kemp Company|Splendid Pictures,2002,12,63037592.4683,True
Tommy Lee Jones|Will Smith|Rip Torn|Lara Flynn Boyle|Johnny Knoxville,Barry Sonnenfeld,88,Action|Adventure|Comedy|Science Fiction,Columbia Pictures|Amblin Entertainment|Columbia Pictures Corporation|Parkes+MacDonald Image Nation,2002,7,169716595.107,True
Adrien Brody|Thomas Kretschmann|Frank Finlay|Maureen Lipman|Emilia Fox,Roman Polanski,150,Drama|War,Bac Films|Canal+Polska|Heritage Films|Studio Babelsberg|Agencja Produkcji Filmowej,2002,9,42429148.7767,True
Tom Cruise|Colin Farrell|Samantha Morton|Max von Sydow|Lois Smith,Steven Spielberg,145,Action|Thriller|Science Fiction|Mystery,DreamWorks SKG|Cruise/Wagner Productions|Amblin Entertainment|Twentieth Century Fox Film Corporation|Blue Tulip Productions,2002,6,123650662.149,True
Chris Sanders|Daveigh Chase|Tia Carrere|David Ogden Stiers|Kevin McDonald,Dean DeBlois|Chris Sanders,85,Animation,Walt Disney Pictures|Walt Disney Feature Animation,2002,6,96980911.4896,True
Jason Statham|Shu Qi|FranÃ§ois BerlÃ©and|Matt Schulze|Ric Young,Louis Leterrier|Corey Yuen Kwai,92,Action|Crime|Thriller,TF1 Films Productions|Current Entertainment|Canal+|EuropaCorp,2002,10,25457489.266,True
Vin Diesel|Asia Argento|Marton Csokas|Samuel L. Jackson|Michael Roof,Rob Cohen,124,Action,Columbia Pictures|Original Film|Revolution Studios,2002,8,84858297.5534,True
Joseph Gordon-Levitt|David Hyde Pierce|Emma Thompson|Roscoe Lee Browne|Martin Short,Ron Clements|John Musker,95,Adventure|Animation|Family|Fantasy|Science Fiction,Walt Disney Pictures|Walt Disney Feature Animation,2002,11,169716595.107,False
Pierce Brosnan|Halle Berry|Rosamund Pike|Rick Yune|Toby Stephens,Lee Tamahori,133,Adventure|Action|Thriller,Eon Productions,2002,11,169716595.107,True
Cillian Murphy|Naomie Harris|Noah Huntley|Christopher Dunne|Emma Hitching,Danny Boyle,113,Horror|Thriller|Science Fiction,DNA Films|British Film Council,2002,10,6061306.9681,True
Jennifer Lopez|Ralph Fiennes|Natasha Richardson|Stanley Tucci|Tyler Posey,Wayne Wang,105,Comedy|Drama|Romance,Columbia Pictures|Hughes Entertainment|Revolution Studios|Shoelace Productions,2002,12,66674376.6491,True
Wesley Snipes|Kris Kristofferson|Ron Perlman|Leonor Varela|Norman Reedus,Guillermo del Toro,117,Science Fiction|Horror|Action|Thriller,"New Line Cinema|Marvel Entertainment, LLC|Amen Ra Films|Milk & Honey|Imaginary Forces",2002,3,65462115.2555,True
Leonardo DiCaprio|Daniel Day-Lewis|Cameron Diaz|Liam Neeson|Brendan Gleeson,Martin Scorsese,167,Drama|History|Crime,Miramax Films|Initial Entertainment Group (IEG)|Alberto Grimaldi Productions,2002,12,121226139.362,True
Jodie Foster|Kristen Stewart|Forest Whitaker|Dwight Yoakam|Jared Leto,David Fincher,112,Crime|Drama|Thriller,Columbia Pictures Corporation|Hofflund/Polone|Indelible Productions,2002,3,58188546.8938,True
Michael J. Fox|Geena Davis|Hugh Laurie|Jonathan Lipnicki|Anna Hoelck,Rob Minkoff,78,Family|Adventure|Animation|Comedy,Columbia Pictures|Sony Pictures Entertainment,2002,7,145471367.234,True
Ryan Reynolds|Tara Reid|Tim Matheson|Kal Penn|Simon Helberg,Walt Becker,92,Comedy|Romance,Tapestry Films|Artisan Entertainment,2002,3,6061306.9681,True
Eminem|Mekhi Phifer|Brittany Murphy|Kim Basinger|Michael Shannon,Curtis Hanson,110,Drama,Imagine Entertainment|Mikona Productions GmbH & Co. KG,2002,11,49702717.1384,True
Adam Sandler|Winona Ryder|John Turturro|Allen Covert|Peter Gallagher,Steven Brill,96,Comedy|Romance,New Line Cinema|Columbia Pictures Corporation|Out of the Blue... Entertainment|Happy Madison Productions,2002,6,60613069.681,True
Parminder Nagra|Keira Knightley|Jonathan Rhys Meyers|Anupam Kher|Shaheen Khan,Gurinder Chadha,112,Comedy|Drama|Romance,Fox Searchlight Pictures|Kintop Pictures|FilmfÃ¶rderung Hamburg|UK Film Council,2002,4,4243107.62723,True
Sandra Bullock|Hugh Grant|Alicia Witt|Dana Ivey|Robert Klein,Marc Lawrence,101,Romance|Comedy,Village Roadshow Pictures|Castle Rock Entertainment|NPV Entertainment|Fortis Films,2002,12,72735683.6172,True
Mel Gibson|Joaquin Phoenix|Rory Culkin|Abigail Breslin|Cherry Jones,M. Night Shyamalan,106,Drama|Thriller|Science Fiction|Mystery,"Kennedy/Marshall Company, The|Touchstone Pictures|Blinding Edge Pictures",2002,8,87282820.3407,True
Naomi Watts|Martin Henderson|David Dorfman|Brian Cox|Shannon Cochran,Gore Verbinski,115,Horror|Mystery|Thriller,DreamWorks SKG|BenderSpink|Parkes+MacDonald Image Nation,2002,10,58188546.8938,True
Mandy Moore|Shane West|Peter Coyote|Daryl Hannah|Lauren German,Adam Shankman,101,Drama|Family|Romance,Pandora Pictures|Warner Bros.,2002,1,13334875.3298,True
Nia Vardalos|John Corbett|Lainie Kazan|Michael Constantine|Andrea Martin,Joel Zwick,95,Comedy|Drama|Romance,MPH Entertainment|Playtone Productions|Gold Circle Films,2002,2,6061306.9681,True
Hugh Grant|Nicholas Hoult|Toni Collette|Rachel Weisz|Sharon Small,Chris Weitz|Paul Weitz,101,Drama|Comedy|Romance,Universal Pictures,2002,4,32731057.6278,True
Arnold Schwarzenegger|Francesca Neri|Elias Koteas|Cliff Curtis|John Turturro,Andrew Davis,108,Action|Thriller|Drama,David Foster Productions|Bel Air Entertainment|Warner Bros.|Hacienda Productions,2002,2,103042218.458,False
Colin Farrell|Kiefer Sutherland|Forest Whitaker|Radha Mitchell|Katie Holmes,Joel Schumacher,81,Thriller|Drama,Fox 2000 Pictures,2002,9,15759398.1171,True
Patrick Stewart|Jonathan Frakes|LeVar Burton|Brent Spiner|Gates McFadden,Stuart Baird,117,Science Fiction|Action|Adventure|Thriller,Paramount Pictures,2002,12,72735683.6172,True
Christian Bale|Taye Diggs|Emily Watson|Angus Macfadyen|Sean Bean,Kurt Wimmer,107,Action|Science Fiction|Thriller,Dimension Films|Blue Tulip Productions,2002,12,24245227.8724,False
Jennifer Aniston|Jake Gyllenhaal|Zooey Deschanel|John C. Reilly|Deborah Rush,Miguel Arteta,93,Drama|Comedy|Romance,Fox Searchlight Pictures|Hungry Eye Lowland Pictures B.V.|Flan de Coco Films,2002,1,9698091.14896,True
Nicole Kidman|Julianne Moore|Meryl Streep|Stephen Dillane|Miranda Richardson,Stephen Daldry,114,Drama,Paramount Pictures|Miramax Films|Scott Rudin Productions,2002,12,30306534.8405,True
Tom Hanks|Tyler Hoechlin|Jennifer Jason Leigh|Liam Aiken|Paul Newman,Sam Mendes,117,Thriller|Crime|Drama,DreamWorks SKG|The Zanuck Company|Twentieth Century Fox Film Corporation,2002,7,96980911.4896,True
